healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
469,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI232-IOP-0898-T1_preprocessed.nii.gz,IXI232-IOP-0898-T1,1533,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02798-100-seg.nii.gz,BraTS-GLI-02798-100,data\IXI_GLI\IXI232-IOP-0898-T1__BraTS-GLI-02798-100,"[145, 146, 170]","{""x_min"": 97, ""x_max"": 193, ""y_min"": 98, ""y_max"": 194, ""z_min"": 122, ""z_max"": 218}",3097,3097
470,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI336-Guys-0904-T1_preprocessed.nii.gz,IXI336-Guys-0904-T1,1534,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02631-101-seg.nii.gz,BraTS-GLI-02631-101,data\IXI_GLI\IXI336-Guys-0904-T1__BraTS-GLI-02631-101,"[125, 204, 105]","{""x_min"": 77, ""x_max"": 173, ""y_min"": 156, ""y_max"": 252, ""z_min"": 57, ""z_max"": 153}",4517,4517
471,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI630-Guys-1108-T1_preprocessed.nii.gz,IXI630-Guys-1108-T1,1535,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02128-102-seg.nii.gz,BraTS-GLI-02128-102,data\IXI_GLI\IXI630-Guys-1108-T1__BraTS-GLI-02128-102,"[90, 126, 77]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 78, ""y_max"": 174, ""z_min"": 29, ""z_max"": 125}",59349,59349
472,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI250-Guys-0836-T1_preprocessed.nii.gz,IXI250-Guys-0836-T1,1538,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02856-100-seg.nii.gz,BraTS-GLI-02856-100,data\IXI_GLI\IXI250-Guys-0836-T1__BraTS-GLI-02856-100,"[106, 150, 179]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 102, ""y_max"": 198, ""z_min"": 131, ""z_max"": 227}",21046,21046
473,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI337-IOP-0929-T1_preprocessed.nii.gz,IXI337-IOP-0929-T1,1539,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02994-100-seg.nii.gz,BraTS-GLI-02994-100,data\IXI_GLI\IXI337-IOP-0929-T1__BraTS-GLI-02994-100,"[81, 203, 121]","{""x_min"": 33, ""x_max"": 129, ""y_min"": 155, ""y_max"": 251, ""z_min"": 73, ""z_max"": 169}",17892,17892
474,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI429-Guys-0997-T1_preprocessed.nii.gz,IXI429-Guys-0997-T1,1546,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02778-100-seg.nii.gz,BraTS-GLI-02778-100,data\IXI_GLI\IXI429-Guys-0997-T1__BraTS-GLI-02778-100,"[103, 69, 83]","{""x_min"": 55, ""x_max"": 151, ""y_min"": 21, ""y_max"": 117, ""z_min"": 35, ""z_max"": 131}",142901,142901
475,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI156-Guys-0837-T1_preprocessed.nii.gz,IXI156-Guys-0837-T1,1548,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02524-105-seg.nii.gz,BraTS-GLI-02524-105,data\IXI_GLI\IXI156-Guys-0837-T1__BraTS-GLI-02524-105,"[60, 138, 132]","{""x_min"": 12, ""x_max"": 108, ""y_min"": 90, ""y_max"": 186, ""z_min"": 84, ""z_max"": 180}",70105,70105
476,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI312-Guys-0887-T1_preprocessed.nii.gz,IXI312-Guys-0887-T1,1549,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02165-100-seg.nii.gz,BraTS-GLI-02165-100,data\IXI_GLI\IXI312-Guys-0887-T1__BraTS-GLI-02165-100,"[169, 148, 68]","{""x_min"": 121, ""x_max"": 217, ""y_min"": 100, ""y_max"": 196, ""z_min"": 20, ""z_max"": 116}",22080,22080
477,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI325-Guys-0911-T1_preprocessed.nii.gz,IXI325-Guys-0911-T1,1557,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02245-102-seg.nii.gz,BraTS-GLI-02245-102,data\IXI_GLI\IXI325-Guys-0911-T1__BraTS-GLI-02245-102,"[168, 60, 91]","{""x_min"": 120, ""x_max"": 216, ""y_min"": 12, ""y_max"": 108, ""z_min"": 43, ""z_max"": 139}",56184,56184
478,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI428-Guys-0996-T1_preprocessed.nii.gz,IXI428-Guys-0996-T1,1558,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02847-101-seg.nii.gz,BraTS-GLI-02847-101,data\IXI_GLI\IXI428-Guys-0996-T1__BraTS-GLI-02847-101,"[78, 139, 62]","{""x_min"": 30, ""x_max"": 126, ""y_min"": 91, ""y_max"": 187, ""z_min"": 14, ""z_max"": 110}",39706,39706
479,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI144-Guys-0788-T1_preprocessed.nii.gz,IXI144-Guys-0788-T1,1563,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03031-100-seg.nii.gz,BraTS-GLI-03031-100,data\IXI_GLI\IXI144-Guys-0788-T1__BraTS-GLI-03031-100,"[103, 156, 121]","{""x_min"": 55, ""x_max"": 151, ""y_min"": 108, ""y_max"": 204, ""z_min"": 73, ""z_max"": 169}",27661,27661
480,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI599-HH-2659-T1_preprocessed.nii.gz,IXI599-HH-2659-T1,1567,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02062-102-seg.nii.gz,BraTS-GLI-02062-102,data\IXI_GLI\IXI599-HH-2659-T1__BraTS-GLI-02062-102,"[137, 145, 172]","{""x_min"": 89, ""x_max"": 185, ""y_min"": 97, ""y_max"": 193, ""z_min"": 124, ""z_max"": 220}",31510,31510
481,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI157-Guys-0816-T1_preprocessed.nii.gz,IXI157-Guys-0816-T1,1571,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02216-100-seg.nii.gz,BraTS-GLI-02216-100,data\IXI_GLI\IXI157-Guys-0816-T1__BraTS-GLI-02216-100,"[107, 82, 182]","{""x_min"": 59, ""x_max"": 155, ""y_min"": 34, ""y_max"": 130, ""z_min"": 134, ""z_max"": 230}",21144,21144
482,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI579-Guys-1126-T1_preprocessed.nii.gz,IXI579-Guys-1126-T1,1572,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00533-101-seg.nii.gz,BraTS-GLI-00533-101,data\IXI_GLI\IXI579-Guys-1126-T1__BraTS-GLI-00533-101,"[72, 82, 145]","{""x_min"": 24, ""x_max"": 120, ""y_min"": 34, ""y_max"": 130, ""z_min"": 97, ""z_max"": 193}",71202,71202
483,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI265-Guys-0845-T1_preprocessed.nii.gz,IXI265-Guys-0845-T1,1573,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02873-101-seg.nii.gz,BraTS-GLI-02873-101,data\IXI_GLI\IXI265-Guys-0845-T1__BraTS-GLI-02873-101,"[90, 120, 80]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 72, ""y_max"": 168, ""z_min"": 32, ""z_max"": 128}",50548,50548
484,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI375-Guys-0925-T1_preprocessed.nii.gz,IXI375-Guys-0925-T1,1575,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02222-100-seg.nii.gz,BraTS-GLI-02222-100,data\IXI_GLI\IXI375-Guys-0925-T1__BraTS-GLI-02222-100,"[136, 149, 138]","{""x_min"": 88, ""x_max"": 184, ""y_min"": 101, ""y_max"": 197, ""z_min"": 90, ""z_max"": 186}",75711,75711
485,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI522-HH-2453-T1_preprocessed.nii.gz,IXI522-HH-2453-T1,1584,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02863-100-seg.nii.gz,BraTS-GLI-02863-100,data\IXI_GLI\IXI522-HH-2453-T1__BraTS-GLI-02863-100,"[144, 50, 91]","{""x_min"": 96, ""x_max"": 192, ""y_min"": 2, ""y_max"": 98, ""z_min"": 43, ""z_max"": 139}",27725,27725
486,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI502-Guys-1020-T1_preprocessed.nii.gz,IXI502-Guys-1020-T1,1588,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02241-101-seg.nii.gz,BraTS-GLI-02241-101,data\IXI_GLI\IXI502-Guys-1020-T1__BraTS-GLI-02241-101,"[176, 91, 94]","{""x_min"": 128, ""x_max"": 224, ""y_min"": 43, ""y_max"": 139, ""z_min"": 46, ""z_max"": 142}",97535,97535
487,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI230-IOP-0869-T1_preprocessed.nii.gz,IXI230-IOP-0869-T1,1589,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02327-100-seg.nii.gz,BraTS-GLI-02327-100,data\IXI_GLI\IXI230-IOP-0869-T1__BraTS-GLI-02327-100,"[107, 50, 148]","{""x_min"": 59, ""x_max"": 155, ""y_min"": 2, ""y_max"": 98, ""z_min"": 100, ""z_max"": 196}",14454,14454
488,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI291-IOP-0882-T1_preprocessed.nii.gz,IXI291-IOP-0882-T1,1590,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02833-101-seg.nii.gz,BraTS-GLI-02833-101,data\IXI_GLI\IXI291-IOP-0882-T1__BraTS-GLI-02833-101,"[147, 187, 99]","{""x_min"": 99, ""x_max"": 195, ""y_min"": 139, ""y_max"": 235, ""z_min"": 51, ""z_max"": 147}",66586,66586
489,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI381-Guys-1024-T1_preprocessed.nii.gz,IXI381-Guys-1024-T1,1598,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02834-101-seg.nii.gz,BraTS-GLI-02834-101,data\IXI_GLI\IXI381-Guys-1024-T1__BraTS-GLI-02834-101,"[81, 161, 125]","{""x_min"": 33, ""x_max"": 129, ""y_min"": 113, ""y_max"": 209, ""z_min"": 77, ""z_max"": 173}",32657,32657
490,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI554-Guys-1068-T1_preprocessed.nii.gz,IXI554-Guys-1068-T1,1601,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02903-100-seg.nii.gz,BraTS-GLI-02903-100,data\IXI_GLI\IXI554-Guys-1068-T1__BraTS-GLI-02903-100,"[148, 81, 86]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 33, ""y_max"": 129, ""z_min"": 38, ""z_max"": 134}",35677,35677
491,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI559-HH-2394-T1_preprocessed.nii.gz,IXI559-HH-2394-T1,1603,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02799-101-seg.nii.gz,BraTS-GLI-02799-101,data\IXI_GLI\IXI559-HH-2394-T1__BraTS-GLI-02799-101,"[106, 59, 119]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 11, ""y_max"": 107, ""z_min"": 71, ""z_max"": 167}",55718,55718
492,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI612-HH-2688-T1_preprocessed.nii.gz,IXI612-HH-2688-T1,1606,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02136-103-seg.nii.gz,BraTS-GLI-02136-103,data\IXI_GLI\IXI612-HH-2688-T1__BraTS-GLI-02136-103,"[104, 119, 164]","{""x_min"": 56, ""x_max"": 152, ""y_min"": 71, ""y_max"": 167, ""z_min"": 116, ""z_max"": 212}",45576,45576
493,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI498-Guys-1050-T1_preprocessed.nii.gz,IXI498-Guys-1050-T1,1607,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02149-101-seg.nii.gz,BraTS-GLI-02149-101,data\IXI_GLI\IXI498-Guys-1050-T1__BraTS-GLI-02149-101,"[189, 116, 120]","{""x_min"": 141, ""x_max"": 237, ""y_min"": 68, ""y_max"": 164, ""z_min"": 72, ""z_max"": 168}",12716,12716
494,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI328-HH-2295-T1_preprocessed.nii.gz,IXI328-HH-2295-T1,1609,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02774-101-seg.nii.gz,BraTS-GLI-02774-101,data\IXI_GLI\IXI328-HH-2295-T1__BraTS-GLI-02774-101,"[101, 106, 57]","{""x_min"": 53, ""x_max"": 149, ""y_min"": 58, ""y_max"": 154, ""z_min"": 9, ""z_max"": 105}",59454,59454
495,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI538-HH-2411-T1_preprocessed.nii.gz,IXI538-HH-2411-T1,1610,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03052-100-seg.nii.gz,BraTS-GLI-03052-100,data\IXI_GLI\IXI538-HH-2411-T1__BraTS-GLI-03052-100,"[88, 146, 65]","{""x_min"": 40, ""x_max"": 136, ""y_min"": 98, ""y_max"": 194, ""z_min"": 17, ""z_max"": 113}",7820,7820
496,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI521-HH-2353-T1_preprocessed.nii.gz,IXI521-HH-2353-T1,1612,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02208-102-seg.nii.gz,BraTS-GLI-02208-102,data\IXI_GLI\IXI521-HH-2353-T1__BraTS-GLI-02208-102,"[164, 139, 129]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 91, ""y_max"": 187, ""z_min"": 81, ""z_max"": 177}",2423,2423
497,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI123-Guys-0774-T1_preprocessed.nii.gz,IXI123-Guys-0774-T1,1621,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02989-100-seg.nii.gz,BraTS-GLI-02989-100,data\IXI_GLI\IXI123-Guys-0774-T1__BraTS-GLI-02989-100,"[124, 71, 78]","{""x_min"": 76, ""x_max"": 172, ""y_min"": 23, ""y_max"": 119, ""z_min"": 30, ""z_max"": 126}",18994,18994
498,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI046-Guys-0824-T1_preprocessed.nii.gz,IXI046-Guys-0824-T1,1625,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02285-101-seg.nii.gz,BraTS-GLI-02285-101,data\IXI_GLI\IXI046-Guys-0824-T1__BraTS-GLI-02285-101,"[197, 130, 87]","{""x_min"": 149, ""x_max"": 245, ""y_min"": 82, ""y_max"": 178, ""z_min"": 39, ""z_max"": 135}",21011,21011
499,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI159-HH-1549-T1_preprocessed.nii.gz,IXI159-HH-1549-T1,1627,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02218-104-seg.nii.gz,BraTS-GLI-02218-104,data\IXI_GLI\IXI159-HH-1549-T1__BraTS-GLI-02218-104,"[138, 165, 128]","{""x_min"": 90, ""x_max"": 186, ""y_min"": 117, ""y_max"": 213, ""z_min"": 80, ""z_max"": 176}",39135,39135
500,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI233-IOP-0875-T1_preprocessed.nii.gz,IXI233-IOP-0875-T1,1629,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02375-100-seg.nii.gz,BraTS-GLI-02375-100,data\IXI_GLI\IXI233-IOP-0875-T1__BraTS-GLI-02375-100,"[90, 206, 116]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 158, ""y_max"": 254, ""z_min"": 68, ""z_max"": 164}",56540,56540
501,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI184-Guys-0794-T1_preprocessed.nii.gz,IXI184-Guys-0794-T1,1631,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02093-102-seg.nii.gz,BraTS-GLI-02093-102,data\IXI_GLI\IXI184-Guys-0794-T1__BraTS-GLI-02093-102,"[104, 120, 143]","{""x_min"": 56, ""x_max"": 152, ""y_min"": 72, ""y_max"": 168, ""z_min"": 95, ""z_max"": 191}",76383,76383
502,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI459-Guys-0992-T1_preprocessed.nii.gz,IXI459-Guys-0992-T1,1632,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-00557-101-seg.nii.gz,BraTS-GLI-00557-101,data\IXI_GLI\IXI459-Guys-0992-T1__BraTS-GLI-00557-101,"[154, 88, 141]","{""x_min"": 106, ""x_max"": 202, ""y_min"": 40, ""y_max"": 136, ""z_min"": 93, ""z_max"": 189}",84448,84448
503,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI028-Guys-1038-T1_preprocessed.nii.gz,IXI028-Guys-1038-T1,1633,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02514-100-seg.nii.gz,BraTS-GLI-02514-100,data\IXI_GLI\IXI028-Guys-1038-T1__BraTS-GLI-02514-100,"[115, 54, 94]","{""x_min"": 67, ""x_max"": 163, ""y_min"": 6, ""y_max"": 102, ""z_min"": 46, ""z_max"": 142}",90956,90956
504,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI468-Guys-0985-T1_preprocessed.nii.gz,IXI468-Guys-0985-T1,1639,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02103-101-seg.nii.gz,BraTS-GLI-02103-101,data\IXI_GLI\IXI468-Guys-0985-T1__BraTS-GLI-02103-101,"[153, 105, 61]","{""x_min"": 105, ""x_max"": 201, ""y_min"": 57, ""y_max"": 153, ""z_min"": 13, ""z_max"": 109}",6386,6386
505,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI135-Guys-0779-T1_preprocessed.nii.gz,IXI135-Guys-0779-T1,1646,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02861-100-seg.nii.gz,BraTS-GLI-02861-100,data\IXI_GLI\IXI135-Guys-0779-T1__BraTS-GLI-02861-100,"[113, 81, 125]","{""x_min"": 65, ""x_max"": 161, ""y_min"": 33, ""y_max"": 129, ""z_min"": 77, ""z_max"": 173}",1641,1641
506,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI041-Guys-0706-T1_preprocessed.nii.gz,IXI041-Guys-0706-T1,1650,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02879-101-seg.nii.gz,BraTS-GLI-02879-101,data\IXI_GLI\IXI041-Guys-0706-T1__BraTS-GLI-02879-101,"[135, 191, 116]","{""x_min"": 87, ""x_max"": 183, ""y_min"": 143, ""y_max"": 239, ""z_min"": 68, ""z_max"": 164}",25379,25379
507,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI444-HH-2270-T1_preprocessed.nii.gz,IXI444-HH-2270-T1,1653,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02980-101-seg.nii.gz,BraTS-GLI-02980-101,data\IXI_GLI\IXI444-HH-2270-T1__BraTS-GLI-02980-101,"[75, 78, 69]","{""x_min"": 27, ""x_max"": 123, ""y_min"": 30, ""y_max"": 126, ""z_min"": 21, ""z_max"": 117}",13930,13930
508,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI440-HH-2127-T1_preprocessed.nii.gz,IXI440-HH-2127-T1,1658,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03031-101-seg.nii.gz,BraTS-GLI-03031-101,data\IXI_GLI\IXI440-HH-2127-T1__BraTS-GLI-03031-101,"[90, 97, 106]","{""x_min"": 42, ""x_max"": 138, ""y_min"": 49, ""y_max"": 145, ""z_min"": 58, ""z_max"": 154}",25392,25392
509,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI481-HH-2175-T1_preprocessed.nii.gz,IXI481-HH-2175-T1,1659,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02164-100-seg.nii.gz,BraTS-GLI-02164-100,data\IXI_GLI\IXI481-HH-2175-T1__BraTS-GLI-02164-100,"[107, 140, 164]","{""x_min"": 59, ""x_max"": 155, ""y_min"": 92, ""y_max"": 188, ""z_min"": 116, ""z_max"": 212}",23123,23123
510,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI587-Guys-1128-T1_preprocessed.nii.gz,IXI587-Guys-1128-T1,1661,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02938-101-seg.nii.gz,BraTS-GLI-02938-101,data\IXI_GLI\IXI587-Guys-1128-T1__BraTS-GLI-02938-101,"[152, 161, 160]","{""x_min"": 104, ""x_max"": 200, ""y_min"": 113, ""y_max"": 209, ""z_min"": 112, ""z_max"": 208}",46686,46686
511,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI396-HH-2115-T1_preprocessed.nii.gz,IXI396-HH-2115-T1,1668,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02315-100-seg.nii.gz,BraTS-GLI-02315-100,data\IXI_GLI\IXI396-HH-2115-T1__BraTS-GLI-02315-100,"[98, 144, 98]","{""x_min"": 50, ""x_max"": 146, ""y_min"": 96, ""y_max"": 192, ""z_min"": 50, ""z_max"": 146}",92880,92880
512,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI255-HH-1882-T1_preprocessed.nii.gz,IXI255-HH-1882-T1,1670,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02851-101-seg.nii.gz,BraTS-GLI-02851-101,data\IXI_GLI\IXI255-HH-1882-T1__BraTS-GLI-02851-101,"[103, 74, 89]","{""x_min"": 55, ""x_max"": 151, ""y_min"": 26, ""y_max"": 122, ""z_min"": 41, ""z_max"": 137}",19289,19289
513,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI313-HH-2241-T1_preprocessed.nii.gz,IXI313-HH-2241-T1,1672,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02207-101-seg.nii.gz,BraTS-GLI-02207-101,data\IXI_GLI\IXI313-HH-2241-T1__BraTS-GLI-02207-101,"[124, 107, 132]","{""x_min"": 76, ""x_max"": 172, ""y_min"": 59, ""y_max"": 155, ""z_min"": 84, ""z_max"": 180}",123229,123229
